title,post_age,post_gen,count_age,count_gen,relationship,score,num_commentsI [M32] am about to be left by my girlfriend [F27] of 10 years with 2 children,32,M,27,F,girlfriend,18,8
I [17F] am in an abusive relationship with my bf [19M]. I am the abuser.,17,F,19,M,bf,26,29
Me [18M] with my girlfriend [18F] of 2 years are going to seperate colleges and are trying long distance,18,M,18,F,girlfriend,0,1
I'm [33/M] double booked with my [34/F] GF!,33,M,34,F,,1,1
Me [20 M] with my ex/bestfriend [20 F] 2 years she hates me now,20,M,20,F,,1,1
My (f24) Boyfriend (m24) searches his ex hook up on Facebook. Is it really anything to be concerned about?,24,F,24,M,boyfriend,2,6
Me [33/M] has double booked with my [34/F] girlfriend of 3 months,33,M,34,F,girlfriend,5,21
My (21F) boyfriend (24M) thinks complimenting other men is flirting. Possibly controlling?,21,F,24,M,boyfriend,20,38
My husband (28M) is not attracted to me (27F) due to my current hairstyle.,27,F,28,M,husband,11,66
Me[23f] with my BF[24M] it's not enough for me.,23,F,24,M,bf,1,0
Me [20 M] with my bestfriend/ex [20 F] 2 years She hates me now. What can I do?,20,M,20,F,,0,2
Me [30 M] was not picked as best man for my best friends [29 M] wedding. Not sure how to act.,30,M,29,M,,90,133
How to tell guy[27/M] who makes me[23/F] feel like a booty call that I'm not interested.,23,F,27,M,guy,3,7
What do I[20f] do if my neighbors [40s&amp;70s] confront my family about water on their drive way?,20,F,40,M,,2,12
After 3 years BF(21M) and I (F21) just don't click anymore.,21,F,21,M,bf,1,1
I [28M] was hanging out with girl I'm seeing [28F] and she accidentally saw a folder on my computer with old nudes/sex pics from various exes. Not sure what to do now.,28,M,28,F,girl,0,18
I [F20] currently single but seeing a guy [M20] for three months and still have not been made official.,20,F,20,M,guy,0,21
I'm a (21) year old male and I see my partner (20) alot how often should you see your partner in a relationship. I don't want it to die off. Thanks.,21,,20,,partner,1,1
I [M21] slept with a friend [F22] and now she wants to a relationship,21,M,22,F,friend,5,10
Me [24 F] with my ex [24 M] of 8 years and I don't know whether to move forward with him or move on,24,F,24,M,,1,2
Me [20 M] with my gf [20 F] 3 years guy friend talking about his past relationships/breakups resembles us,20,M,20,F,gf,1,1
Me [25 F] with my boyfriend [26 M] 4 years together birthday gift problem,25,F,26,M,boyfriend,2,2
Social anxiety putting a lot of stress on my (23F) new relationship with my boyfriend (28m).,23,F,28,M,boyfriend,1,1
My (25/F) twin brother (25/M) said that he's been getting hostile inexplicably aggressive vibes from my boyfriend of one year.,25,F,25,M,brother,3,4
Me [20 M] and my girlfriend [19 F] of 2 months she wont tell a guy that likes her she's not single,20,M,19,F,girlfriend,1,1
I am [22 M] and I have never ever asked a girl out or been in a relationship. I'm strongly considering asking out an old friend [22 F]. I have no idea what to do.,22,M,22,F,friend,2,9
My [F27] fiancé [M27] is convinced that I will cheat on him.,27,F,27,M,fiancé,0,15
My (23f) social anxiety driving me insane putting stress on my relationship with my boyfriend (28m).,23,F,28,M,boyfriend,5,2
I [22F] feel like my new boyfriend's [23M] consolation prize.,22,F,23,M,,1,2
Is My [20F] Anger and Insecurity With My Boyfriend [22 M] Unjustified?,20,F,22,M,boyfriend,1,4
I've [15F] known a guy [15M] for 7 years I think I like him but I don't know if he likes me...,15,F,15,M,guy,0,2
Boyfriend[31m] is making me[24] leave the apartment on a whim so he can masturbate,24,,31,M,boyfriend,1,1
I [21 M] am not sure what my feelings are for my girlfriend [21 F] anymore both graduating college soon need advice please,21,M,21,F,girlfriend,1,2
My gf (21f) wanted to take a break from our relationship. I'm (20m). Does this mean it's over?,20,M,21,F,gf,10,8
My [71 M] Grandson [15M] won't talk to me.,71,M,15,M,grandson,0,76
My [29M] GF of 2 months [27F] won't tell me where she goes late at night,29,M,27,F,,18,34
Boyfriend[31m] is making me[24f] leave the apartment on a whim so he can masturbate,24,F,31,M,boyfriend,11,65
My ex [24M] told me he still loved me [20F] a year later after I cheated on him. I have a new boyfriend / life but I still secretly love him not sure what to do.,20,F,24,M,boyfriend,2,4
I [16m] am considering dumbing my gf[16f] because she wouldn't be interested in sex,16,M,16,F,gf,1,0
Me [23F] wondering when the right time to DTR with the guy I've been dating [22M],23,F,22,M,guy,1,5
I [16m] am considering breaking up with my gf[16f] because she wouldn't want sex,16,M,16,F,gf,0,3
My exgirlfriend (23 F) and I (22 M) we're together for ~4 years. We're talking about getting back together but she doesn't want to have sex anymore.,22,M,23,F,,6,13
Me [30 F] with my BF [31 M] 6 Months He kind of catfished me,30,F,31,M,bf,2,5
My [41F] child's doctor [55M] might be making sexual advances towards me and I'm confused,41,F,55,M,,3,11
Me [16 M] with my ex GF [16F] . 8 month relationship.,16,M,16,F,gf,1,4
Me [24 M] with my [25 F] of 3.5 years going on a break,24,M,25,F,,1,4
I (21 M) feel like my girlfriend (20 F) isn't over her ex; is it normal for her to keep profile pictures of them together up?,21,M,20,F,girlfriend,0,3
I [F21] feel overwhelmed sometimes by the amount of love I have for my boyfriend [M20].,21,F,20,M,boyfriend,1,1
Me [20F] with my boyfriend [21M] of 6 months is it wrong that I find myself liking stuff he likes?,20,F,21,M,boyfriend,0,9
Me [29m] with a new girl I am seeing [22f] she's overweight but not obesse but shes started going to the gym. Should I give her a chance?,29,M,22,F,girl,0,32
Me [18F] with my best friend [18F] of 6 years we don't get along anymore. Is it time to drop her?,18,F,18,F,friend,1,2
I [21F] sometimes feel overwhelmed by my love for my boyfriend [20M],21,F,20,M,boyfriend,1,0
The guy (40M) I'm (30F) dating doesn't want the boyfriend label despite being exclusive to me and in love with me. I have to talk to him about this tomorrow.,30,F,40,M,guy,1,6
My [25F] boyfriend [26M] sometimes stinks. How can I talk to him about it?,25,F,26,M,boyfriend,10,15
does my [22 M] gf [22 F] have an unhealthy relationship with her dad,22,M,22,F,gf,0,9
Husband (32m) doesnt have my back (29f) against his extended family,29,F,32,M,husband,1,0
I [22F] caught my boyfriend [21M] talking and sending photos to another girl online,22,F,21,M,boyfriend,1,13
Husband [32m] doesnt have my back [29f] against extended family.,29,F,32,M,husband,1,11
I [25f] like my friend he [24m] knows and I said something stupid.,25,F,24,M,,1,14
Me [21M] and my girlfriend [20F] of 2 years have a slight disparity in where we wanna live me LA her Seattle. How to figure out who should compromise?,21,M,20,F,girlfriend,1,4
Me [24 M/F] with my gf [27 M/F] she don't want to talk to me anymore,24,M,27,F,gf,1,1
I [23F] am terrified my bf [24M] of 1.5 yr is going to cheat,23,F,24,M,bf,1,9
I (23m) have been seeing this girl (20f) for about a month now and I was just about ready to make things official but then...,23,M,20,F,girl,1,1
Me [24 M] with my gf/ex [27 M/F] She says that she don't want to talk to me anymore.,24,M,27,M,,1,6
Should I (20F) accept a significant cash loan from my boyfriend (28M)?,20,F,28,M,boyfriend,1,22
How can I [19F] be as supportive as possible towards my [13M] brother and what 'relationship/sex' talks should I give him as he steps into teenage-hood,19,F,13,M,brother,0,1
My girlfriend[20F] and I [21M] broke up recently. Didn't feel too sad for a day or two but now it feels like I've lost a best friend.,21,M,20,F,girlfriend,1,2
I (28M) have finally made the decision to end it with my gf (27F) of 7 years have I made a big mistake?,28,M,27,F,gf,1,1
My best friend's girlfriend [25F] and I [25M] hooked up what do I do?,25,M,25,F,girlfriend,2,6
Me[21M] got cheated on by my girlfriend[20F] of 1 1/2 years with a mutual friend and I don't know what to do.,21,M,20,F,girlfriend,3,17
I (28m) have to decided to end my 7year relationship with (27f) gf and think I have made a huge mistake,28,M,27,F,gf,2,1
Me [23F] already seeing major warning signs with my [22M] boyfriend,23,F,22,M,boyfriend,0,18
I (20F) want to help my sister (19F) but I have no idea how,20,F,19,F,sister,1,5
I (28m) broke up with my gf (27f) of 7 years and think I've made one of the worst decisions ever,28,M,27,F,gf,0,4
I'm (F/34) totally confused by bartender's (M/30s) repeated mocking of Chinese people. Not sure how to interpret his behavior.,34,F,30,M,,1,0
How can I (24F) make it up to my boyfriend (25M) after hurting him?,24,F,25,M,boyfriend,1,3
Me [28 M] with [ 24F] friend with benefits that I like. Trying to understand her feelings or how she might feel,28,M,24,F,friend,1,3
I [26 M] had a fling with a girl [24F] who was on vacation in my city. She is gone now and we are not pursuing a relationship but I would like to stay in contact with her without giving the wrong idea.,26,M,24,F,girl,0,4
Me [29 M] with my Wife [40 F] 5 years 2 small children advice needed.,29,M,40,F,wife,1,11
I (23m) have been seeing this girl (20f) for about a month now and I was juts about ready to make things official but...,23,M,20,F,girl,0,23
I just discovered my [28M] SO [25F] of 4 years has given away over 100k to her family. Is this normal ?,28,M,25,F,so,244,213
My [25M] gf [23F] can be really dumb sometimes and it can be very embarrassing,25,M,23,F,gf,0,70
Me [24F] I am sexy women looking for a men who wants to have fun[24/55M]  want to have a good time just once.,24,F,24,M,,1,1
My friends [16Fs] haven't made any effort to see me [16F] at all this summer,16,F,16,F,,0,14
Me [22F] with my Ex-gf [23F] How to navigate No contact in a small School.,22,F,23,F,gf,0,3
I'm (F/34) not sure what to do about bartender's (M/30s) racist pantomime.,34,F,30,M,,40,79
I have handsome( according to AT LEAST SOME girls online and I get looks IRL ) face  a fit body and get great grades(DAT ALLITERATION THO!)! Why don't I have hot female models stalking me like Light Yagami in Death Note? Could it be because I avoid conversations with girls IRL?,,M,,,,1,1
I [20F] found my dad [40ish?M] on AncestryDNA,20,F,40,M,dad,10,7
Me [27F] with him [27M] he has just blocked me why?,27,F,27,M,,1,1
Me [34F] with my date [33 M] 2 months I'm having such a crush I feel hopeless,34,F,33,M,crush,1,4
Shpuld i give a girl (16F) flowers from myself (16M),16,M,16,F,girl,1,1
Me [37 M] with my wife [35 F] She might getting depressed and I son't know how to help,37,M,35,F,wife,1,1
I feel that my new girlfriend[F19] and [M20] I are having trouble establishing boundaries,20,M,19,F,girlfriend,1,1
I've [23M] been the most supportive person my girlfriend [28F] has ever met and I'm her biggest cheerleader but she is not showing any support for anything I want to accomplish. I feel our relationship is one-sided.,23,M,28,F,girlfriend,2,7
I [M17] cant get over my ex girlfriend [F/16],17,M,16,F,girlfriend,1,1
I [20M] feel my girlfriend[19M] and I are having trouble establishing boundaries,20,M,19,F,girlfriend,2,11
Update: Wife [30F] hides morning after pills leading me [30M] to confirm cheating,30,M,30,F,wife,2,1
[Non-romantic] I (20m) got a second job for the summer so I can save up for a new place but mom (48f) quits jobs every other day and expects me to pay some of her bills and buy groceries. How do I tell her that she needs to stick with a job?,20,M,48,F,mom,1,1
Update: Wife [30F] hides morning after pills leading me [30M] to confirm cheating,30,M,30,F,wife,152,9
I [m/17] cant get over my ex [f/16],17,M,16,F,,0,5
I'm a [31F] moved back in with my mom [60 F] to help with a sick relative for 2 years now... how can I ask her for privacy?,31,F,60,F,mom,8,9
My Wife [25 F] has left me [30 M] and wants a divorce. What do I do? (from UK-ENG),30,M,25,F,wife,126,56
Me [20 M] with my ex [21 F] broken up 4 times in a span of 2 years pretty sure i want to try again,20,M,21,F,,1,6
Me[26/M] and my ex[25/F] started talking again after a couple of months of nothing. Does she just want to be friends or more?,26,M,25,F,,1,7
My friend's [22 M] negative attitude is impacting me [21 M] in a bad way I don't know on whether to cut him off and move on or confront him.,21,M,22,M,,1,0
[Non-romantic] I (20m) got a second job for the summer so I can save up for a new place but mom (48f) quits jobs every other day and expects me to pay some of her bills and buy groceries. How do I tell her that she needs to stick with a job?,20,M,48,F,mom,11,25
How do I [20 F] handle this special needs guy [21 M] constantly asking me out?,20,F,21,M,guy,392,105
I [23/F] am terrified that I liked to my boyfriend [25/M],23,F,25,M,boyfriend,6,12
I [34 M] found my husband's [31 M] sex toys am now in a state of shock &amp; anger,34,M,31,M,,14,6
How can I [19M] make a Long Distance Relationship work with my boyfriend [20 M] for 6 Months?,19,M,20,M,boyfriend,1,5
I [20F] feel grossly inadequate with my boyfriend [23M].,20,F,23,M,boyfriend,2,5
Me [37 M] with my wife [35 F] She might be getting depressed and I don't know how to help,37,M,35,F,wife,1,4
My [23] bf [25] of 2 mths is a slobbery/wet kisser. What to do?,23,,25,M,bf,1,1
[Non-Romantic] A friend of mine[26/F] got pissed at me[27/M] and my friends after watching Dunkirk,27,M,26,F,friend,77,106
Me [25m] got cheated on by gf [21f]. I still love her. Not sure what to do.,25,M,21,F,gf,2,5
My [23F] boyfriend [25M] of two months is a slobbery/wet kisser and it's a turn off. How do I tell him?,23,F,25,M,boyfriend,3,4
How can I (25 M) make things right with her (22 M),25,M,22,M,,1,16
Me [19M] with my girlfriend [19F] of one year. Who is the bad person here?,19,M,19,F,girlfriend,1,1
A week after our breakup my ex [23M] slept with a good mutual friend [23f] he knew I felt insecure about. I think he cheated on me with her when we were together.,23,M,23,F,friend,63,27
I [24F] need to break up with my fiancé [35M]. What do I owe him?,24,F,35,M,fiancé,1004,204
Am I (19M) too controlling of my GF (19F)?,19,M,19,F,gf,92,54
Me [19M] with my girlfriend [19F] of one year. Is this normal?,19,M,19,F,girlfriend,0,13
Me [19M] with my girlfriend [23F] 8 months I need help..,19,M,23,F,girlfriend,1,1
[update] I [19m] slept with my friend [27f]... I need to tell her that I rather be just friends.,19,M,27,F,friend,1,1
Did he(22m) use me (22f),22,F,22,M,,1,1
Me [19 M] with my Girlfriend [23 F] 8 months complicated payments,19,M,23,F,girlfriend,1,1
Me [23M] in a newish relationship [19F] what is appropriate to do for a birthday?,23,M,19,F,,3,9
Did he (22m) use me (22f),22,F,22,M,,1,1
Did he (22m) use me (22f),22,F,22,M,,0,25
I [32 F] met a guy online [36 M] he was flirty at first but now he sends mixed signs and don't know what to do,32,F,36,M,guy,1,0
My (25/M) best friend (25/F) of fifteen years broke down in tears last night confessing to me that she is in love with me and that she will probably never speak to me again because of it.,25,M,25,F,friend,2087,585
I [F25] want to ask out my professor [M??] but I don't know how to do it without making it weird or if I should even do it in the first place.,25,F,,M,,0,20
A girl [F17] and I [M17] have been on and off for years...,17,M,17,F,girl,1,1
I [23] just left my husband [29] of 3 years. He is begging me to come back and I don't know how to tell him it's over. Because my heart doesn't want it to be.,23,,29,M,husband,201,40
Me (M 32) and my girlfriend (F 31) have been fighting for 2 weeks over getting married. We're at a stalemate but we have a 2 year old. Not sure what to do.,32,M,31,F,girlfriend,1,1
Update - Me [33F] with a 37 [M] he's ending a marriage unsure of how to proceed,33,F,,M,,5,12
Me [23/F] with my half-sister: She wants to take care of our sick father (60/M),23,F,60,M,father,1,2
Me [19 M] with my [18 F] friend have struggled to keep some relationship going for the last year.,19,M,18,F,friend,1,0
I [26/F] am planning a wedding and trying not to offend my aunt [55/F].,26,F,55,F,aunt,575,100
worried [17f] about anorexic [17m] boyfriend,17,F,17,M,boyfriend,1,1
Me (20 M) with my Father (48 M) makes me feel smothered the dependence is killing me,20,M,48,M,father,2,1
I[25M] and my ex[25F] cheated on me and I still love and want her back,25,M,25,F,,1,1
My [32F] bus driver [50sM] seems to be holding a grudge against me for reasons unknown to me,32,F,50,M,,546,84
[UPDATE] Me [24 M] dating [25 F] for three months; shes moving in with an ex - am I overreacting?,24,M,25,F,,782,41
I [26M] need privacy every night and it's putting strain on my relationship with my girlfriend [26F] of 3 years.,26,M,26,F,girlfriend,6,18
On and off again relationship with girl [F17] and I [M17] I still like her and she texted me first.,17,M,17,F,girl,1,0
im [17f] worried about anorexic [17m] boyfriend,17,F,17,M,boyfriend,1,1
My girlfriend [28F] broke up with me [30M] and is now telling everyone I cheated on her. I didn't.,30,M,28,F,girlfriend,269,29
I[25M] and my ex[25F] cheated on me and broke with me but I still love and want her back,25,M,25,F,,31,26
